1,173.75,163,20.5,50,16.173
1,141.61,158.71,26.452,64.516,14.461
1,437.75,159,20.5,50,9.9861
1,453.75,159,20.5,50,8.8284
1,165.75,159,20.5,50,6.6129
1,154.29,160.36,22.334,54.474,4.8285
1,126.13,163.87,26.452,64.516,3.7102
1,535.16,147.04,34.577,84.335,3.1453
1,445.75,163,20.5,50,0.713
1,587.5,142,41,100,-0.49509
2,173.75,163,20.5,50,16.173
2,141.61,158.71,26.452,64.516,14.461
2,437.75,159,20.5,50,9.9861
2,453.75,159,20.5,50,8.8284
2,165.75,159,20.5,50,6.6129
2,154.29,160.36,22.334,54.474,4.8285
2,126.13,163.87,26.452,64.516,3.7102
2,535.16,147.04,34.577,84.335,3.1453
2,445.75,163,20.5,50,0.713
2,587.5,142,41,100,-0.49509
3,173.75,163,20.5,50,16.173
3,141.61,158.71,26.452,64.516,14.461
3,437.75,159,20.5,50,9.9861
3,453.75,159,20.5,50,8.8284
3,165.75,159,20.5,50,6.6129
3,154.29,160.36,22.334,54.474,4.8285
3,126.13,163.87,26.452,64.516,3.7102
3,535.16,147.04,34.577,84.335,3.1453
3,445.75,163,20.5,50,0.713
3,587.5,142,41,100,-0.49509
4,173.75,163,20.5,50,16.159
4,453.75,159,20.5,50,11.053
4,146.77,158.71,26.452,64.516,9.2139
4,535.16,147.04,34.577,84.335,7.3636
4,441.75,163,20.5,50,5.7617
4,501.75,155,20.5,50,4.4243
4,553.57,88.571,58.571,142.86,3.579
4,136.45,158.71,26.452,64.516,2.2875
4,165.75,159,20.5,50,1.7594
4,128.16,169.09,22.334,54.474,1.5052
5,441.75,159,20.5,50,19.285
5,173.75,163,20.5,50,11.493
5,453.75,159,20.5,50,11.284
5,501.75,155,20.5,50,9.3315
5,535.16,147.04,34.577,84.335,8.6895
5,144.07,156.71,28.991,70.709,8.1582
5,131.29,163.87,26.452,64.516,3.0839
5,550.16,112.17,53.647,130.85,2.9048
5,161.75,163,20.5,50,1.5885
5,587.31,140,31.538,76.923,0.98558
6,173.75,163,20.5,50,18.155
6,445.75,159,20.5,50,13.62
6,146.77,158.71,26.452,64.516,12.012
6,535.16,147.04,34.577,84.335,11.57
6,132.74,156.71,28.991,70.709,9.6228
6,453.75,155,20.5,50,7.8975
6,437.28,164.73,22.334,54.474,3.3666
6,165.75,163,20.5,50,2.1252
6,505.75,155,20.5,50,1.0358
6,595.5,142,41,100,-0.77693
7,169.75,159,20.5,50,13.054
7,138.08,152.31,31.538,76.923,10.579
7,453.75,155,20.5,50,10.389
7,441.75,159,20.5,50,10.029
7,535.16,147.04,34.577,84.335,8.7496
7,555.5,142,41,100,7.0872
7,177.75,163,20.5,50,0.65064
7,125.33,160.4,24.322,59.321,0.5903
7,57.75,167,20.5,50,-0.10905
8,173.75,163,20.5,50,19.489
8,532.87,145.85,37.762,92.102,16.152
8,197.75,163,20.5,50,7.7228
8,457.75,159,20.5,50,6.5509
8,132.74,151.06,28.991,70.709,6.3294
8,445.75,159,20.5,50,5.9059
8,153.78,155.64,24.322,59.321,4.1372
8,560.66,101.74,53.647,130.85,3.4141
8,437.28,164.73,22.334,54.474,2.9113
8,163.26,150.89,24.322,59.321,2.3948
8,595.5,142,41,100,1.4378
9,173.75,163,20.5,50,16.931
9,532.87,145.85,37.762,92.102,14.759
9,445.75,159,20.5,50,12.569
9,146.77,158.71,26.452,64.516,11.932
9,136.45,158.71,26.452,64.516,8.506
9,453.75,159,20.5,50,6.3329
9,197.82,160.36,22.334,54.474,3.7911
9,550.16,112.17,53.647,130.85,2.724
9,120.97,158.71,26.452,64.516,2.0799
9,577.31,103.2,49.058,119.65,1.2816
9,163.26,150.89,24.322,59.321,0.34525
9,367.11,150.89,24.322,59.321,-0.17057
10,173.75,163,20.5,50,18.535
10,197.75,163,20.5,50,11.235
10,149.04,160.4,24.322,59.321,10.39
10,453.75,159,20.5,50,9.5073
10,161.75,163,20.5,50,9.1527
10,540.23,145.85,37.762,92.102,8.7255
10,560.66,101.74,53.647,130.85,7.4767
10,128.16,169.09,22.334,54.474,7.1026
10,445.75,159,20.5,50,7.0175
10,136.45,158.71,26.452,64.516,4.1035
10,505.75,155,20.5,50,2.0116
11,146.77,153.55,26.452,64.516,11.533
11,172.74,150.89,24.322,59.321,11.164
11,163.26,155.64,24.322,59.321,9.0519
11,197.75,163,20.5,50,8.1013
11,553.57,100,58.571,142.86,6.5703
11,457.75,159,20.5,50,3.7267
11,505.75,159,20.5,50,3.3596
11,131.92,152.31,31.538,76.923,2.06
11,53.75,171,20.5,50,0.98295
11,445.75,159,20.5,50,-0.4277
12,173.75,163,20.5,50,12.248
12,149.93,160.36,22.334,54.474,11.076
12,132.74,156.71,28.991,70.709,10.932
12,197.82,160.36,22.334,54.474,9.4378
12,541.89,147.04,34.577,84.335,9.1858
12,161.75,163,20.5,50,8.2099
12,563.5,142,41,100,7.1481
12,595.5,118,41,100,2.9676
12,457.75,159,20.5,50,2.292
13,169.75,163,20.5,50,13.385
13,553.57,100,58.571,142.86,11.109
13,146.77,153.55,26.452,64.516,10.667
13,197.75,159,20.5,50,9.9803
