1,149.93,160.36,22.334,54.474,14.408
1,229.35,169.03,26.452,64.516,0.28782
2,149.93,160.36,22.334,54.474,14.408
2,229.35,169.03,26.452,64.516,0.28782
3,149.93,160.36,22.334,54.474,14.408
3,229.35,169.03,26.452,64.516,0.28782
4,149.75,163,20.5,50,17.098
4,229.35,174.19,26.452,64.516,0.4764
5,149.75,167,20.5,50,14.557
5,33.75,171,20.5,50,3.3392
6,149.93,160.36,22.334,54.474,18.144
7,149.93,160.36,22.334,54.474,12.443
8,149.93,160.36,22.334,54.474,20.498
9,149.75,167,20.5,50,16.44
10,149.93,160.36,22.334,54.474,13.828
10,574.51,156.71,28.991,70.709,5.4508
11,149.75,167,20.5,50,11.53
11,153.75,179,20.5,50,2.2099
11,234.37,174.65,24.322,59.321,0.67662
12,149.93,164.73,22.334,54.474,14.078
12,237.01,177.82,22.334,54.474,1.9902
12,574.51,151.06,28.991,70.709,0.1947
13,149.75,167,20.5,50,23.665
13,165.75,167,20.5,50,1.8874
13,153.75,179,20.5,50,0.32067
14,149.93,164.73,22.334,54.474,22.521
14,574.51,162.35,28.991,70.709,9.253
14,1.9048,173.45,22.334,54.474,4.8196
15,149.93,164.73,22.334,54.474,21.846
15,2.0741,174.65,24.322,59.321,9.3312
15,9.75,111,20.5,50,1.0955
16,149.93,164.73,22.334,54.474,23.412
16,577.75,167,20.5,50,9.5956
16,169.75,167,20.5,50,7.4951
17,149.75,167,20.5,50,21.804
17,165.75,167,20.5,50,15.296
17,153.75,179,20.5,50,3.8156
17,239.11,174.65,24.322,59.321,1.863
18,149.93,164.73,22.334,54.474,20.082
18,161.75,167,20.5,50,11.803
18,171.7,169.09,22.334,54.474,4.2226
19,149.93,164.73,22.334,54.474,19.216
19,165.75,167,20.5,50,12.775
19,576.6,169.09,22.334,54.474,6.7462
19,173.75,171,20.5,50,2.9264
20,149.93,164.73,22.334,54.474,20.145
20,580.32,169.03,26.452,64.516,11.721
20,7.4194,174.19,26.452,64.516,7.512
20,168,165.15,24.322,59.321,7.0851
21,149.75,167,20.5,50,25.568
21,161.75,167,20.5,50,15.855
21,580.32,163.87,26.452,64.516,8.6483
21,153.75,179,20.5,50,0.38803
22,153.75,167,20.5,50,26.436
22,575,164.62,31.538,76.923,20.314
22,165.75,167,20.5,50,11.328
23,153.75,171,20.5,50,28.529
23,161.75,167,20.5,50,14.478
23,575,164.62,31.538,76.923,13.465
23,173.75,167,20.5,50,9.5902
23,554.94,138.46,37.762,92.102,5.2966
24,153.75,179,20.5,50,22.361
24,575,164.62,31.538,76.923,18.688
24,149.75,167,20.5,50,15.332
24,161.75,167,20.5,50,12.088
24,173.75,167,20.5,50,9.6475
25,153.75,171,20.5,50,29.469
25,575,164.62,31.538,76.923,16.587
25,165.75,167,20.5,50,14.008
25,11.556,179.41,24.322,59.321,8.1179
25,173.75,171,20.5,50,6.1221
26,153.75,171,20.5,50,31.153
26,165.75,167,20.5,50,22.444
26,575.58,160.56,34.577,84.335,18.053
26,177.75,171,20.5,50,12.87
26,58.503,160.36,22.334,54.474,0.98984
27,153.75,171,20.5,50,34.204
27,165.75,167,20.5,50,21.339
27,575,164.62,31.538,76.923,16.844
27,177.75,171,20.5,50,15.437
28,153.75,167,20.5,50,39.362
28,580.32,169.03,26.452,64.516,20.434
28,165.75,171,20.5,50,19.278
28,177.75,175,20.5,50,12.301
29,153.75,171,20.5,50,34.911
29,165.75,171,20.5,50,25.664
29,575,164.62,31.538,76.923,17.361
29,180.41,173.45,22.334,54.474,10.843
30,153.75,171,20.5,50,41.821
30,165.75,171,20.5,50,30.345
30,580.32,169.03,26.452,64.516,22.614
30,180.41,173.45,22.334,54.474,11.434
31,153.75,171,20.5,50,33.88
31,165.75,171,20.5,50,20.726
31,580.32,169.03,26.452,64.516,17.601
31,177.75,179,20.5,50,9.1097
31,157.75,183,20.5,50,3.9854
32,153.75,171,20.5,50,40.751
32,165.75,171,20.5,50,18.877
32,177.48,169.9,24.322,59.321,14.007
32,580.32,169.03,26.452,64.516,10.977
32,157.75,183,20.5,50,10.058
32,581.15,244.62,31.538,76.923,6.5833
33,153.75,171,20.5,50,41.948
33,165.75,171,20.5,50,25.172
33,580.18,168,28.991,70.709,19.147
33,561.75,171,20.5,50,10.539
33,176.05,173.45,22.334,54.474,7.7779
34,153.75,171,20.5,50,46.681
34,167.35,169.09,22.334,54.474,14.238
34,560.66,164.35,53.647,130.85,12.707
34,181.75,171,20.5,50,9.7134
35,153.75,171,20.5,50,37.816
35,167.35,169.09,22.334,54.474,19.859
35,177.75,171,20.5,50,9.1392
35,566.22,165.15,24.322,59.321,8.8823
35,73.75,163,20.5,50,8.4012
35,581.15,164.62,31.538,76.923,8.349
35,587.31,238.46,31.538,76.923,2.208
35,550.48,173.45,22.334,54.474,0.65269
36,154.29,169.09,22.334,54.474,30.669
36,167.35,169.09,22.334,54.474,17.63
36,581.15,164.62,31.538,76.923,13.05
36,176.05,169.09,22.334,54.474,4.8165
36,555.37,147.04,34.577,84.335,3.4561
36,587.31,232.31,31.538,76.923,2.1889
37,157.75,171,20.5,50,33.491
37,167.35,169.09,22.334,54.474,25.212
37,180.41,173.45,22.334,54.474,12.42
37,153.75,183,20.5,50,9.9602
37,582.32,167.32,34.577,84.335,6.3805
37,554.94,131.08,37.762,92.102,5.9631
37,581.15,244.62,31.538,76.923,2.8246
37,68.444,160.4,24.322,59.321,2.1868
38,169.75,171,20.5,50,34.101
38,154.29,169.09,22.334,54.474,31.49
38,564.84,163.87,26.452,64.516,14.246
38,180.41,177.82,22.334,54.474,12.057
38,581.15,164.62,31.538,76.923,7.9231
38,71.565,164.73,22.334,54.474,5.4406
38,552,169.9,24.322,59.321,3.2198
38,162.99,182.18,22.334,54.474,-0.64015
39,157.75,175,20.5,50,33.832
39,169.75,171,20.5,50,27.381
39,559.68,163.87,26.452,64.516,10.014
39,180.41,173.45,22.334,54.474,6.5699
40,157.75,171,20.5,50,29.274
40,169.75,171,20.5,50,24.239
40,180.41,173.45,22.334,54.474,17.71
40,562.69,164.62,31.538,76.923,11.657
40,587.31,244.62,31.538,76.923,6.2662
40,580.18,168,28.991,70.709,4.4979
41,157.75,171,20.5,50,35.647
41,169.75,171,20.5,50,23.206
41,563.54,169.09,22.334,54.474,14.475
41,180.41,173.45,22.334,54.474,3.3662
42,157.75,171,20.5,50,29.341
42,169.75,171,20.5,50,26.819
42,181.75,175,20.5,50,21.621
42,556.54,158.46,31.538,76.923,15.964
42,153.75,183,20.5,50,6.2311
42,568.85,158.46,31.538,76.923,5.5448
42,587.31,250.77,31.538,76.923,3.7486
42,585.48,169.03,26.452,64.516,2.6667
43,157.75,175,20.5,50,28.266
43,169.75,171,20.5,50,21.981
43,555.5,158,41,100,18.205
43,181.75,175,20.5,50,7.1007
43,563.5,126,41,100,5.1273
43,581.15,164.62,31.538,76.923,2.3051
44,157.75,171,20.5,50,34.486
44,169.75,171,20.5,50,27.491
44,557.52,162.35,28.991,70.709,12.873
44,184.76,173.45,22.334,54.474,4.784
44,570.96,165.15,24.322,59.321,4.3341
44,585.75,171,20.5,50,4.1374
45,157.75,175,20.5,50,26.135
45,566.22,169.9,24.322,59.321,22.325
45,557.75,167,20.5,50,9.5783
45,180.41,169.09,22.334,54.474,4.1331
46,158.64,169.09,22.334,54.474,29.161
46,555.37,160.56,34.577,84.335,16.776
46,568.84,160.56,34.577,84.335,12.241
46,171.7,169.09,22.334,54.474,6.0833
46,184.76,173.45,22.334,54.474,5.2001
47,157.75,175,20.5,50,22.941
47,555.5,158,41,100,14.652
47,169.75,175,20.5,50,7.4111
47,184.76,177.82,22.334,54.474,5.9104
48,158.64,173.45,22.334,54.474,27.54
48,561.75,167,20.5,50,22.561
48,169.75,171,20.5,50,9.9877
48,185.75,175,20.5,50,6.1315
48,567.89,173.45,22.334,54.474,5.3994
49,161.75,175,20.5,50,26.521
49,555.5,158,41,100,23.567
49,171.7,169.09,22.334,54.474,14.202
49,182.9,169.03,26.452,64.516,8.9314
49,593.75,171,20.5,50,4.3086
50,555.5,158,41,100,26.054
50,161.75,175,20.5,50,25.47
50,184.76,173.45,22.334,54.474,11.371
50,173.75,175,20.5,50,8.8378
51,161.75,175,20.5,50,27.962
51,562.69,164.62,31.538,76.923,25.778
51,184.76,173.45,22.334,54.474,15.37
51,173.75,171,20.5,50,14.502
51,585.19,169.9,24.322,59.321,5.9473
52,161.75,175,20.5,50,30.178
52,570,169.03,26.452,64.516,25.761
52,561.48,165.15,24.322,59.321,16.306
52,171.7,169.09,22.334,54.474,15.758
52,184.76,173.45,22.334,54.474,10.586
53,555.5,158,41,100,32.783
53,161.75,171,20.5,50,23.495
53,184.76,173.45,22.334,54.474,12.617
53,173.75,171,20.5,50,10.083
53,585.48,169.03,26.452,64.516,4.8494
54,161.75,175,20.5,50,26.57
54,562.69,164.62,31.538,76.923,24.125
54,185.75,175,20.5,50,21.15
54,173.75,175,20.5,50,15.731
55,161.75,175,20.5,50,34.892
55,173.75,175,20.5,50,21.291
55,555.5,158,41,100,18.846
55,185.75,175,20.5,50,10.966
55,590.65,169.03,26.452,64.516,4.3466
56,161.75,175,20.5,50,28.16
56,562.3,160.62,37.762,92.102,20.79
56,181.75,171,20.5,50,10.239
56,589.93,174.65,24.322,59.321,7.0405
57,162.99,169.09,22.334,54.474,25.817
57,568.85,168,28.991,70.709,20.42
57,177.75,175,20.5,50,13.577
57,185.75,175,20.5,50,11.927
58,161.75,175,20.5,50,39.068
58,563.5,158,41,100,18.8
58,176.05,169.09,22.334,54.474,13.678
58,185.75,171,20.5,50,11.719
58,595.81,169.03,26.452,64.516,5.6528
59,161.75,175,20.5,50,22.16
59,562.3,168,37.762,92.102,20.915
59,594.67,174.65,24.322,59.321,16.365
59,184.76,173.45,22.334,54.474,11.365
59,176.05,173.45,22.334,54.474,11.248
59,575.58,160.56,34.577,84.335,3.0288
60,564.93,163.64,44.846,109.38,28.532
60,161.75,175,20.5,50,22.875
60,594.67,174.65,24.322,59.321,15.264
